file_path,contents,label
/workspaces/codespaces-blank/Ransomware Project/Combined Benign_v2/food_4.txt," 2          cups  all-purpose flour
     3/4           cup  sugar
     3/4           cup  whole unblanched almonds
     3/4           cup  finely ground unblanched almonds
     1/2      teaspoon  baking soda
     1/2      teaspoon  baking powder
     1/2      teaspoon  salt
     1/2      teaspoon  cinnamon
     1/3           cup  honey
     1/3           cup  water
     1/4      teaspoon  almond extract

In medium bowl, mix flour, sugar, whole almonds, finely ground almonds, baking soda, baking powder, salt and cinnamon. In separate bowl, blend honey, water and almond extract.

Add to dry ingredients and mix until well-blended. Turn dough out onto a lightly floured surface. Divide dough in half and form each portion into a log about 12"" x 2"" x 3/4"".

Place logs onto baking sheet coated with nonstick spray. Bake 30 minutes at 250 degrees. Remove from oven and cool for 10 minutes. Place log on cutting board. With a serrated knife, cut log diagonally into 1/2"" slices, using a sawing motion.

Place slice, with the cut side up, on baking sheet and bake for an additional 15 minutes. Centers will be slightly soft, but will harden as they cool. Remove from oven and place on wire rack to cool.

Description:
  ""Coffee house treats can turn an afternoon break or after-dinner
  coffee with family and friends into a special occasion. So go ahead,
  dunk Honey Almond Biscotti in a steaming mug of freshly brewed
  coffee.""",benign
/workspaces/codespaces-blank/Ransomware Project/Combined Benign_v2/graphics_14.txt,"I am currently looking for a 3D graphics library that runs on MS
Windows 3.1.  Are there any such libraries out there other than
Visuallib?  (It must run on VGA and should not require any other
add-on graphics cards).
For Visuallib, will it run with Metaware High C compiler v3.0?  Any
email contact for the author of Visuallib?
Any help would be much appreciated.  Thanks.
* Chua, Teck Joo	    | Information Technology Institute *
* Email: teckjoo@iti.gov.sg | 71 Science Park Drive	       *
* Phone: (65) 772-0237 	    | Singapore (0511)		       *
* Fax:   (65) 779-1827      |			   	       *
",benign
/workspaces/codespaces-blank/Ransomware Project/Combined Benign_v2/sport_3.txt,"Greene sets sights on world title

Maurice Greene aims to wipe out the pain of losing his Olympic 100m title in Athens by winning a fourth World Championship crown this summer.

He had to settle for bronze in Greece behind fellow American Justin Gatlin and Francis Obikwelu of Portugal. ""It really hurts to look at that medal. It was my mistake. I lost because of the things I did,"" said Greene, who races in Birmingham on Friday. ""It's never going to happen again. My goal - I'm going to win the worlds."" Greene crossed the line just 0.02 seconds behind Gatlin, who won in 9.87 seconds in one of the closest and fastest sprints of all time. But Greene believes he lost the race and his title in the semi-finals. ""In my semi-final race, I should have won the race but I was conserving energy. ""That's when Francis Obikwelu came up and I took third because I didn't know he was there. ""I believe that's what put me in lane seven in the final and, while I was in lane seven, I couldn't feel anything in the race.

""I just felt like I was running all alone. ""I believe if I was in the middle of the race I would have been able to react to people that came ahead of me."" Greene was also denied Olympic gold in the 4x100m men's relay when he could not catch Britain's Mark Lewis-Francis on the final leg. The Kansas star is set to go head-to-head with Lewis-Francis again at Friday's Norwich Union Grand Prix. The pair contest the 60m, the distance over which Greene currently holds the world record of 6.39 seconds. He then has another indoor meeting in France before resuming training for the outdoor season and the task of recapturing his world title in Helsinki in August. Greene believes Gatlin will again prove the biggest threat to his ambitions in Finland. But he also admits he faces more than one rival for the world crown. ""There's always someone else coming. I think when I was coming up I would say there was me and Ato (Boldon) in the young crowd,"" Greene said. ""Now you've got about five or six young guys coming up at the same time.""
",benign
/workspaces/codespaces-blank/Ransomware Project/Combined Benign_v2/business_18.txt,"Small firms 'hit by rising costs'

Rising fuel and materials costs are hitting confidence among the UK's small manufacturers despite a rise in output, business lobby group the CBI says.

A CBI quarterly survey found output had risen by the fastest rate in seven years but many firms were seeing the benefits offset by increasing expenses. The CBI also found spending on innovation, training and retraining is forecast to go up over the next year. However, firms continue to scale back investment in buildings and machinery.

The CBI said companies are looking to the government to lessen the regulatory load and are hoping interest rates will be kept on hold. ""Smaller manufacturers are facing an uphill struggle,"" said Hugh Morgan Williams, chair of the CBI's SME Council. ""The manufacturing sector needs a period of long-term stability in the economy."" The CBI found some firms managed to increase prices for the first time in nine years - but many said increases failed to keep up the rise in costs. Of the companies surveyed, 30% saw orders rise and 27% saw them fall. The positive balance of plus 3 compared with minus 10 in the previous survey. When firms were questioned on output volume, the survey returned a balance of plus 8 - the highest rate of increase for seven years - and rose to plus 11 when looking ahead to the next three months.
",benign
/workspaces/codespaces-blank/Ransomware Project/Combined Benign_v2/entertainment_6.txt,"Beastie Boys win sampling battle

US rappers Beastie Boys have won their long-running battle over the use of a sample in their song Pass the Mic.

The punk-rappers used three notes of music from flautist James Newton's Choir in their track from 1992. Although the group had paid a licence fee for the sample, Mr Newton said his copyright had been infringed. But the US Court of Appeal upheld its original decision that the group did not have to pay an additional fee to license the underlying composition. The Beastie Boys - Michael Diamond, Adam Horowitz, and Adam Yauch - are considered to be one of early pioneers of sampling music.

Sampling, now a standard practice among musicians, involves taking a segment of one track and using it in a different song. A three-judge panel of the court held in 2003 that the band had abided by copyright protections by paying a licence fee for a sample of Mr Newton's recording. That finding upheld a lower-court dismissal of the case in favour of the Beastie Boys. ""We hold that Beastie Boys' use of a brief segment of that composition, consisting of three notes separated by a half-step over a background C note, is not sufficient to sustain a claim for infringement of Newton's copyright,"" Chief Judge Mary Schroeder wrote in her opinion. Mr Newton is a critically acclaimed jazz and classical flutist, composer, performer, and university professor. Mr Newton and the Beastie Boys were not available for comment.
",benign
/workspaces/codespaces-blank/Ransomware Project/Combined Benign_v2/sport_15.txt,"UK Athletics agrees new kit deal

UK Athletics has agreed a new deal with adidas to supply Great Britain squads of all ages with their kit for the next four years.

The German-based firm kitted out Team GB at the 2004 Olympics and has deals with 20 other national Olympic bodies. UK Athletics chief David Moorcroft said: ""The Athens experience can now be extended to more major championships. ""In the year ahead these include the European indoor and World outdoor championships. We are delighted."" Moorcroft added: ""It is hugely beneficial to the sport that the adidas commitment will also provide for officials and other personnel at our world-class series of live televised events."" This week, UK Athletics also agreed a four-year deal with energy drink company, Red Bull, who will be supplying the product to athletics at major domestic meetings and in high performance centres.
",benign
/workspaces/codespaces-blank/Ransomware Project/Combined Benign_v2/business_4.txt,"Glaxo aims high after profit fall

GlaxoSmithKline saw its profits fall 9% last year to £6.2bn ($11.5bn), but Europe's biggest drugmaker says a recovery during 2005 is on the way.

Cheap copies of its drugs, particularly anti-depressants Paxil and Wellbutrin, and a weak dollar had hit profits, but global sales were up 1% in 2004. The firm is confident its new drug pipeline will deliver profits despite the failure of an obesity drug. Chief executive Jean-Pierre Garnier said it had been a ""difficult year"".

In early afternoon trade in London the company share price was down 1% at 1218 pence. Mr Garnier said the company had absorbed over £1.5bn of lost sales to generics but still managing to grow the business. ""The continuing success of our key products means we can now look forward to a good performance in 2005,"" he said. ""2005 will also be an important year in terms of research and development pipeline progress."" However, the firm discontinued development of an experimental treatment for obesity, known as '771, after disappointing clinical trial results. Glaxo is relying on new treatments for conditions such as cancer, diabetes, depression, HIV/AIDS and allergies to lift the pace of sales growth after several disappointing years.
",benign
/workspaces/codespaces-blank/Ransomware Project/Combined Benign_v2/historical_22.txt,"The Post World War II Boom: How America Got Into Gear
After years of wartime rationing, American consumers were ready to spend money—and factories made the switch from war to peace-time production.
In the summer of 1945, as World War II drew to a close, the U.S. economy was poised on the edge of an uncertain future.

Since President Franklin D. Roosevelt’s call in late 1940 for the United States to serve as the “arsenal of democracy,” American industry had stepped up to meet the challenge. U.S. factories built to mass-produce automobiles had retooled to churn out airplanes, engines, guns and other supplies at unprecedented rates. At the peak of its war effort, in late 1943 and early 1944, the United States was manufacturing almost as many munitions as all of its allies and enemies combined.

On the home front, the massive mobilization effort during World War II had put Americans back to work. Unemployment, which had reached 25 percent during the Great Depression and hovered at 14.6 percent in 1939, had dropped to 1.2 percent by 1944—still a record low in the nation’s history.",benign
/workspaces/codespaces-blank/Ransomware Project/Combined Benign_v2/technologie_16.txt,"Global blogger action day called

The global web blog community is being called into action to lend support to two imprisoned Iranian bloggers.

The month-old Committee to Protect Bloggers' is asking those with blogs to dedicate their sites on 22 February to the ""Free Mojtaba and Arash Day"". Arash Sigarchi and Mojtaba Saminejad are both in prison in Iran. Blogs are free sites through which people publish thoughts and opinions. Iranian authorities have been clamping down on prominent sites for some time. ""I hope this day will focus people,"" Curt Hopkins, director of the Committee, told the BBC News website.

The group has a list of actions which it says bloggers can take, including writing to local Iranian embassies. The Committee has deemed Tuesday ""Free Mojtaba and Arash Day"" as part of its first campaign. It is calling on the blogsphere - the name for the worldwide community of bloggers - to do what it can to help raise awareness of the plight of Mojtaba and Arash as well as other ""cyber-dissidents"". ""If you have a blog, the least you could do is put nothing on that blog except 'Free Mojtaba and Arash Day',"" said Mr Hopkins. ""That would mean you could see that phrase 7.1 million times. That alone will shine some light on the situation. ""If you don't have one, find one dedicated to that - it takes about 30 seconds."" Technorati, a blog search engine, tracks about six million blogs and says that more than 12,000 are added daily. A blog is created every 5.8 seconds, according to a US research think-tank.

The Committee to Protect Bloggers was started by US blogger Curt Hopkins and counts fired flight attendant blogger Ellen Simonetti as a deputy director. She has since started the International Bloggers' Bill of Rights, a global petition to protect bloggers at work. Although not the only website committed to human rights issues by any means, it aims to be the hub or organisation, information and support for bloggers in particular and their rights to freedom of speech.

The Committee, although only a month old, aims to be the focal point for blogger action on similar issues in the future, and will operate as a non-for-profit organisation. ""Blogging is in this weird no man's land. People think of it as being one thing or another depending on their point of view,"" said Mr Hopkins. ""Some think of themselves as pundits, kind of like journalists, and some like me have a private blog which is just a publishing platform. ""But they do not have a constituency and are out there in the cold.""

It is not just human rights issues in countries which have a track record of restricting what is published in the media that is of concern to bloggers. The question of bloggers and what rights they have to say what they want on their sites is a thorny one and has received much press attention recently. High profile cases in which employees have been sacked for what they have said on their personal, and often anonymous blogs, have highlighted the muddy situation that the blogsphere is currently in.

""This is a big messy argument,"" explained Mr Hopkins. He added: ""It is just such a new way of doing business, there will be clamp downs."" But the way these issues get tested is through the courts which, said Mr Hopkins, ""is part of the whole messy conversation."" ""If you haven't already got bloggers in your company, you will have them tomorrow - and if you don't have a blogger policy now you had better start looking at having one. Mr Hopkins said that the blogsphere - which is doubling every five months - was powerful because it takes so little time and expertise to create a blog. ""Everyone does this - mums, radicals, conservatives,"" he said. Many companies offer easy-to-use services to create a blog and publish it in minutes to a global community. ""That is the essential difference. What I call 'templating software' gives every single person on Earth the chance to have one. ""You don't even have to have your own computer.""
",benign
/workspaces/codespaces-blank/Ransomware Project/Combined Benign_v2/politics_2.txt,"Watchdog probes e-mail deletions

The information commissioner says he is urgently asking for details of Cabinet Office orders telling staff to delete e-mails more than three months old.

Richard Thomas ""totally condemned"" the deletion of e-mails to prevent their disclosure under freedom of information laws coming into force on 1 January. Government guidance said e-mails should only be deleted if they served ""no current purpose"", Mr Thomas said. The Tories and the Lib Dems have questioned the timing of the new rules.

Tory leader Michael Howard has written to Tony Blair demanding an explanation of the new rules on e-mail retention. On Monday Lib Dem constitutional affairs committee chairman Alan Beith warned that the deletion of millions of government e-mails could harm the ability of key probes like the Hutton Inquiry. The timing of the new rules just before the Freedom of Information Act comes into forces was ""too unlikely to have been a coincidence"", Mr Beith said. But a Cabinet Office spokeswoman said the move was not about the new laws or ""the destruction of important records"". Mr Beith urged the information commissioner to look at how the ""e-mail regime"" could ""support the freedom of information regime"".

Mr Thomas said: ""The new Act of Parliament makes it very clear that to destroy records in order to prevent their disclosure becomes a criminal offence."" He said there was already clear guidance on the retention of e-mails contained in a code of practice from the lord chancellor. All e-mails are subject to the freedom of information laws, but the important thing was the content of the e-mail, said Mr Thomas.

""If in doubt retain, that has been the long-standing principle of the civil service and public authorities. It's only when you've got no further use for the particular record that it may be legitimate to destroy it. ""But any deliberate destruction to avoid the possibility of later disclosure is to be totally condemned."" The Freedom of Information Act will cover England, Wales and Northern Ireland from next year. Similar measures are being brought in at the same time in Scotland. It provides the public with a right of access to information held by about 100,000 public bodies, subject to various exemptions. Its implementation will be monitored by the information commissioner.
",benign
/workspaces/codespaces-blank/Ransomware Project/Combined Benign_v2/space_17.txt,"Archive-name: space/constants
Last-modified: $Date: 93/04/01 14:39:04 $
    This list was originally compiled by Dale Greer. Additions would be
    appreciated.
    Numbers in parentheses are approximations that will serve for most
    blue-skying purposes.
    Unix systems provide the 'units' program, useful in converting
    between different systems (metric/English, etc.)
	7726 m/s	 (8000)  -- Earth orbital velocity at 300 km altitude
	3075 m/s	 (3000)  -- Earth orbital velocity at 35786 km (geosync)
	6371 km		 (6400)  -- Mean radius of Earth
	6378 km		 (6400)  -- Equatorial radius of Earth
	1738 km		 (1700)  -- Mean radius of Moon
	5.974e24 kg	 (6e24)  -- Mass of Earth
	7.348e22 kg	 (7e22)  -- Mass of Moon
	1.989e30 kg	 (2e30)  -- Mass of Sun
	3.986e14 m^3/s^2 (4e14)  -- Gravitational constant times mass of Earth
	4.903e12 m^3/s^2 (5e12)  -- Gravitational constant times mass of Moon
	1.327e20 m^3/s^2 (13e19) -- Gravitational constant times mass of Sun
	384401 km	 ( 4e5)  -- Mean Earth-Moon distance
	1.496e11 m	 (15e10) -- Mean Earth-Sun distance (Astronomical Unit)
	1 megaton (MT) TNT = about 4.2e15 J or the energy equivalent of
	about .05 kg (50 gm) of matter. Ref: J.R Williams, ""The Energy Level
	of Things"", Air Force Special Weapons Center (ARDC), Kirtland Air
	Force Base, New Mexico, 1963. Also see ""The Effects of Nuclear
	Weapons"", compiled by S. Glasstone and P.J. Dolan, published by the
	US Department of Defense (obtain from the GPO).
	Where d is distance, v is velocity, a is acceleration, t is time.
	Additional more specialized equations are available from:
	    ames.arc.nasa.gov:pub/SPACE/FAQ/MoreEquations
	For constant acceleration
	    d = d0 + vt + .5at^2
	    v = v0 + at
	  v^2 = 2ad
	Acceleration on a cylinder (space colony, etc.) of radius r and
	    rotation period t:
	    a = 4 pi**2 r / t^2
	For circular Keplerian orbits where:
	    Vc	 = velocity of a circular orbit
	    Vesc = escape velocity
	    M	 = Total mass of orbiting and orbited bodies
	    G	 = Gravitational constant (defined below)
	    u	 = G * M (can be measured much more accurately than G or M)
	    K	 = -G * M / 2 / a
	    r	 = radius of orbit (measured from center of mass of system)
	    V	 = orbital velocity
	    P	 = orbital period
	    a	 = semimajor axis of orbit
	    Vesc = sqrt(2 * M * G / r) = sqrt(2) * Vc
	    V^2  = u/a
	    P	 = 2 pi/(Sqrt(u/a^3))
	    K	 = 1/2 V**2 - G * M / r (conservation of energy)
	    The period of an eccentric orbit is the same as the period
	       of a circular orbit with the same semi-major axis.
	Change in velocity required for a plane change of angle phi in a
	circular orbit:
	    delta V = 2 sqrt(GM/r) sin (phi/2)
	Energy to put mass m into a circular orbit (ignores rotational
	velocity, which reduces the energy a bit).
	    GMm (1/Re - 1/2Rcirc)
	    Re = radius of the earth
	    Rcirc = radius of the circular orbit.
	Classical rocket equation, where
	    dv	= change in velocity
	    Isp = specific impulse of engine
	    Ve	= exhaust velocity
	    x	= reaction mass
	    m1	= rocket mass excluding reaction mass
	    Ve	= Isp * g
	    dv	= Ve * ln((m1 + x) / m1)
		= Ve * ln((final mass) / (initial mass))
	Relativistic rocket equation (constant acceleration)
	    t (unaccelerated) = c/a * sinh(a*t/c)
	    d = c**2/a * (cosh(a*t/c) - 1)
	    v = c * tanh(a*t/c)
	Relativistic rocket with exhaust velocity Ve and mass ratio MR:
	    at/c = Ve/c * ln(MR), or
	    t (unaccelerated) = c/a * sinh(Ve/c * ln(MR))
	    d = c**2/a * (cosh(Ve/C * ln(MR)) - 1)
	    v = c * tanh(Ve/C * ln(MR))
	Converting from parallax to distance:
	    d (in parsecs) = 1 / p (in arc seconds)
	    d (in astronomical units) = 206265 / p
	Miscellaneous
	    f=ma    -- Force is mass times acceleration
	    w=fd    -- Work (energy) is force times distance
	Atmospheric density varies as exp(-mgz/kT) where z is altitude, m is
	molecular weight in kg of air, g is local acceleration of gravity, T
	is temperature, k is Bolztmann's constant. On Earth up to 100 km,
	    d = d0*exp(-z*1.42e-4)
	where d is density, d0 is density at 0km, is approximately true, so
		    Atmospheric scale height	Dry lapse rate
		    (in km at emission level)	 (K/km)
	    Earth	    7.5			    9.8
	    Mars	    11			    4.4
	    Venus	    4.9			    10.5
	    Titan	    18			    1.3
	    Jupiter	    19			    2.0
	    Saturn	    37			    0.7
	    Uranus	    24			    0.7
	    Neptune	    21			    0.8
	    Triton	    8			    1
	Titius-Bode Law for approximating planetary distances:
	    R(n) = 0.4 + 0.3 * 2^N Astronomical Units (N = -infinity for
	    Mercury, 0 for Venus, 1 for Earth, etc.)
	    This fits fairly well except for Neptune.
	6.62618e-34 J-s  (7e-34) -- Planck's Constant ""h""
	1.054589e-34 J-s (1e-34) -- Planck's Constant / (2 * PI), ""h bar""
	1.3807e-23 J/K	(1.4e-23) - Boltzmann's Constant ""k""
	5.6697e-8 W/m^2/K (6e-8) -- Stephan-Boltzmann Constant ""sigma""
    6.673e-11 N m^2/kg^2 (7e-11) -- Newton's Gravitational Constant ""G""
	0.0029 m K	 (3e-3)  -- Wien's Constant ""sigma(W)""
	3.827e26 W	 (4e26)  -- Luminosity of Sun
	1370 W / m^2	 (1400)  -- Solar Constant (intensity at 1 AU)
	6.96e8 m	 (7e8)	 -- radius of Sun
	1738 km		 (2e3)	 -- radius of Moon
	299792458 m/s	  (3e8)  -- speed of light in vacuum ""c""
	9.46053e15 m	  (1e16) -- light year
	206264.806 AU	  (2e5)  -- \\
	3.2616 light years (3)	 --  --> parsec
	3.0856e16 m	 (3e16)  -- /
Black Hole radius (also called Schwarzschild Radius):
	2GM/c^2, where G is Newton's Grav Constant, M is mass of BH,
		c is speed of light
    Things to add (somebody look them up!)
	Basic rocketry numbers & equations
	Aerodynamical stuff
	Energy to put a pound into orbit or accelerate to interstellar
	    velocities.
	Non-circular cases?
NEXT: FAQ #7/15 - Astronomical Mnemonics
",benign
/workspaces/codespaces-blank/Ransomware Project/Combined Benign_v2/space_1.txt,"In article <C4KvJF.4qo@well.sf.ca.us> metares@well.sf.ca.us (Tom Van Flandern) writes:
>crb7q@kelvin.seas.Virginia.EDU (Cameron Randale Bass) writes:
>> Bruce.Scott@launchpad.unc.edu (Bruce Scott) writes:
>>> ""Existence"" is undefined unless it is synonymous with ""observable"" in
>>> physics.
>> [crb] Dong ....  Dong ....  Dong ....  Do I hear the death-knell of
>> string theory?
>     I agree.  You can add ""dark matter"" and quarks and a lot of other
>unobservable, purely theoretical constructs in physics to that list,
>including the omni-present ""black holes.""
>     Will Bruce argue that their existence can be inferred from theory
>alone?  Then what about my original criticism, when I said ""Curvature
>can only exist relative to something non-curved""?  Bruce replied:
>""'Existence' is undefined unless it is synonymous with 'observable' in
>physics.  We cannot observe more than the four dimensions we know about.""
>At the moment I don't see a way to defend that statement and the
>existence of these unobservable phenomena simultaneously.  -|Tom|-
""I hold that space cannot be curved, for the simple reason that it can have
no properties.""
""Of properties we can only speak when dealing with matter filling the
space. To say that in the presence of large bodies space becomes curved,
is equivalent to stating that something can act upon nothing. I,
for one, refuse to subscribe to such a view."" - Nikola Tesla
 ET  ""Tesla was 100 years ahead of his time. Perhaps now his time comes.""
",benign
/workspaces/codespaces-blank/Ransomware Project/Combined Benign_v2/medical_158.txt,"In article <1993Apr15.180621.29465@radford.vak12ed.edu> mmatusev@radford.vak12ed.edu (Melissa N. Matusevich) writes:
:Thanks for all your assistance. I'll see if he can try a
:different brand of patches, although he's tried two brands
:already. Are there more than two?
The brands I can come up with off the top of my head are Nicotrol,
Nicoderm and Habitrol.  There may be a fourth as well.
=  Kenneth Gilbert              __|__        University of Pittsburgh   =
=  General Internal Medicine      |      ""...dammit, not a programmer!"" =
",benign
/workspaces/codespaces-blank/Ransomware Project/Combined Benign_v2/politics_1.txt,"Labour plans maternity pay rise

Maternity pay for new mothers is to rise by £1,400 as part of new proposals announced by the Trade and Industry Secretary Patricia Hewitt.

It would mean paid leave would be increased to nine months by 2007, Ms Hewitt told GMTV's Sunday programme. Other plans include letting maternity pay be given to fathers and extending rights to parents of older children. The Tories dismissed the maternity pay plan as ""desperate"", while the Liberal Democrats said it was misdirected.

Ms Hewitt said: ""We have already doubled the length of maternity pay, it was 13 weeks when we were elected, we have already taken it up to 26 weeks. ""We are going to extend the pay to nine months by 2007 and the aim is to get it right up to the full 12 months by the end of the next Parliament."" She said new mothers were already entitled to 12 months leave, but that many women could not take it as only six of those months were paid. ""We have made a firm commitment. We will definitely extend the maternity pay, from the six months where it now is to nine months, that's the extra £1,400."" She said ministers would consult on other proposals that could see fathers being allowed to take some of their partner's maternity pay or leave period, or extending the rights of flexible working to carers or parents of older children. The Shadow Secretary of State for the Family, Theresa May, said: ""These plans were announced by Gordon Brown in his pre-budget review in December and Tony Blair is now recycling it in his desperate bid to win back women voters.""

She said the Conservatives would announce their proposals closer to the General Election. Liberal Democrat spokeswoman for women Sandra Gidley said: ""While mothers would welcome any extra maternity pay the Liberal Democrats feel this money is being misdirected."" She said her party would boost maternity pay in the first six months to allow more women to stay at home in that time.

Ms Hewitt also stressed the plans would be paid for by taxpayers, not employers. But David Frost, director general of the British Chambers of Commerce, warned that many small firms could be ""crippled"" by the move. ""While the majority of any salary costs may be covered by the government's statutory pay, recruitment costs, advertising costs, retraining costs and the strain on the company will not be,"" he said. Further details of the government's plans will be outlined on Monday. New mothers are currently entitled to 90% of average earnings for the first six weeks after giving birth, followed by £102.80 a week until the baby is six months old.
",benign
/workspaces/codespaces-blank/Ransomware Project/Combined Benign_v2/historical_16.txt,"World War I began in 1914 after the assassination of Archduke Franz Ferdinand and lasted until 1918. During the conflict, Germany, Austria-Hungary, Bulgaria and the Ottoman Empire (the Central Powers) fought against Great Britain, France, Russia, Italy, Romania, Japan and the United States (the Allied Powers). Thanks to new military technologies and the horrors of trench warfare, World War I saw unprecedented levels of carnage and destruction. By the time the war was over and the Allied Powers claimed victory, more than 16 million people—soldiers and civilians alike—were dead.

Archduke Franz Ferdinand
Tensions had been brewing throughout Europe—especially in the troubled Balkan region of southeast Europe—for years before World War I actually broke out.

A number of alliances involving European powers, the Ottoman Empire, Russia and other parties had existed for years, but political instability in the Balkans (particularly Bosnia, Serbia and Herzegovina) threatened to destroy these agreements.

The spark that ignited World War I was struck in Sarajevo, Bosnia, where Archduke Franz Ferdinand—heir to the Austro-Hungarian Empire—was shot to death along with his wife, Sophie, by the Serbian nationalist Gavrilo Princip on June 28, 1914. Princip and other nationalists were struggling to end Austro-Hungarian rule over Bosnia and Herzegovina.
The assassination of Franz Ferdinand set off a rapidly escalating chain of events: Austria-Hungary, like many countries around the world, blamed the Serbian government for the attack and hoped to use the incident as justification for settling the question of Serbian nationalism once and for all.

Kaiser Wilhelm II
Because mighty Russia supported Serbia, Austria-Hungary waited to declare war until its leaders received assurance from German leader Kaiser Wilhelm II that Germany would support their cause. Austro-Hungarian leaders feared that a Russian intervention would involve Russia’s ally, France, and possibly Great Britain as well.

On July 5, Kaiser Wilhelm secretly pledged his support, giving Austria-Hungary a so-called carte blanche, or “blank check” assurance of Germany’s backing in the case of war. The Dual Monarchy of Austria-Hungary then sent an ultimatum to Serbia, with such harsh terms as to make it almost impossible to accept.
World War I Begins
Convinced that Austria-Hungary was readying for war, the Serbian government ordered the Serbian army to mobilize and appealed to Russia for assistance. On July 28, Austria-Hungary declared war on Serbia, and the tenuous peace between Europe’s great powers quickly collapsed.

Within a week, Russia, Belgium, France, Great Britain and Serbia had lined up against Austria-Hungary and Germany, and World War I had begun.

The Western Front
According to an aggressive military strategy known as the Schlieffen Plan (named for its mastermind, German Field Marshal Alfred von Schlieffen), Germany began fighting World War I on two fronts, invading France through neutral Belgium in the west and confronting Russia in the east.

On August 4, 1914, German troops crossed the border into Belgium. In the first battle of World War I, the Germans assaulted the heavily fortified city of Liege, using the most powerful weapons in their arsenal—enormous siege cannons—to capture the city by August 15. The Germans left death and destruction in their wake as they advanced through Belgium toward France, shooting civilians and executing a Belgian priest they had accused of inciting civilian resistance. 
First Battle of the Marne
In the First Battle of the Marne, fought from September 6-9, 1914, French and British forces confronted the invading Germany army, which had by then penetrated deep into northeastern France, within 30 miles of Paris. The Allied troops checked the German advance and mounted a successful counterattack, driving the Germans back to north of the Aisne River.

The defeat meant the end of German plans for a quick victory in France. Both sides dug into trenches, and the Western Front was the setting for a hellish war of attrition that would last more than three years.

Particularly long and costly battles in this campaign were fought at Verdun (February-December 1916) and the Battle of the Somme (July-November 1916). German and French troops suffered close to a million casualties in the Battle of Verdun alone.

World War I Books and Art
The bloodshed on the battlefields of the Western Front, and the difficulties its soldiers had for years after the fighting had ended, inspired such works of art as “All Quiet on the Western Front” by Erich Maria Remarque and “In Flanders Fields” by Canadian doctor Lieutenant-Colonel John McCrae. In the latter poem, McCrae writes from the perspective of the fallen soldiers:

To you from failing hands we throw
The torch; be yours to hold it high.
If ye break faith with us who die
We shall not sleep, though poppies grow
In Flanders fields.

Published in 1915, the poem inspired the use of the poppy as a symbol of remembrance.

Visual artists like Otto Dix of Germany and British painters Wyndham Lewis, Paul Nash and David Bomberg used their firsthand experience as soldiers in World War I to create their art, capturing the anguish of trench warfare and exploring the themes of technology, violence and landscapes decimated by war.
The Eastern Front
On the Eastern Front of World War I, Russian forces invaded the German-held regions of East Prussia and Poland, but were stopped short by German and Austrian forces at the Battle of Tannenberg in late August 1914.
Despite that victory, Russia’s assault had forced Germany to move two corps from the Western Front to the Eastern, contributing to the German loss in the Battle of the Marne.

Combined with the fierce Allied resistance in France, the ability of Russia’s huge war machine to mobilize relatively quickly in the east ensured a longer, more grueling conflict instead of the quick victory Germany had hoped to win under the Schlieffen Plan.",benign
/workspaces/codespaces-blank/Ransomware Project/Combined Benign_v2/graphics_1.txt,"			Tuesday, June 22, 1993
	    Carderock Division, Naval Surface Warfare Center
	      (formerly the David Taylor Research Center)
			  Bethesda, Maryland
SPONSOR: NESS (Navy Engineering Software System) is sponsoring a 
one-day Navy Scientific Visualization and Virtual Reality Seminar.  
The purpose of the seminar is to present and exchange information for
Navy-related scientific visualization and virtual reality programs, 
research, developments, and applications.
PRESENTATIONS: Presentations are solicited on all aspects of 
Navy-related scientific visualization and virtual reality.  All 
current work, works-in-progress, and proposed work by Navy 
organizations will be considered.  Four types of presentations are 
available.
     1. Regular presentation: 20-30 minutes in length
     2. Short presentation: 10 minutes in length
     3. Video presentation: a stand-alone videotape (author need not 
	attend the seminar)
     4. Scientific visualization or virtual reality demonstration (BYOH)
Accepted presentations will not be published in any proceedings, 
however, viewgraphs and other materials will be reproduced for 
seminar attendees.
ABSTRACTS: Authors should submit a one page abstract and/or videotape to:
     Robert Lipman
     Naval Surface Warfare Center, Carderock Division
     Code 2042
     Bethesda, Maryland  20084-5000
     E-MAIL  lipman@oasys.dt.navy.mil
Authors should include the type of presentation, their affiliations, 
addresses, telephone and FAX numbers, and addresses.  Multi-author 
papers should designate one point of contact.
DEADLINES: The abstact submission deadline is April 30, 1993.  
Notification of acceptance will be sent by May 14, 1993.  
Materials for reproduction must be received by June 1, 1993.
For further information, contact Robert Lipman at the above address.
Robert Lipman                     | Internet: lipman@oasys.dt.navy.mil
David Taylor Model Basin - CDNSWC |       or: lip@ocean.dt.navy.mil
Computational Signatures and      | Voicenet: (301) 227-3618
   Structures Group, Code 2042    | Factsnet: (301) 227-5753
Bethesda, Maryland  20084-5000    | Phishnet: stockings@long.legs
The sixth sick shiek's sixth sheep's sick.
",benign
